id,x,y,weight,source_blob
D0119,2.0781389812766657,0.1784637941002201,9.0,0
D0120,1.1465716052849382,10.073216142538566,6.0,2
D0121,10.464621676263837,9.954573444485847,4.0,3
D0122,9.863673935068636,9.376414082619664,2.0,3
D0123,0.3442410871660426,9.318770248651386,2.0,2
D0124,5.532468189050744,5.868229603556728,4.0,4
D0125,0.29322512578978394,9.771001013155447,9.0,2
D0126,0.36317246344695686,-0.2469384444371301,6.0,0
D0127,10.748437700372119,8.534875132627901,5.0,3
D0128,-0.268485894494917,8.407350403900802,3.0,2
D0129,8.803951335818237,11.091089783851128,6.0,3
D0130,0.7161479855773488,9.424415813372168,7.0,2
D0131,-1.2020027648327176,7.628376929726679,10.0,2
D0132,-0.43479640634610767,1.936332009797922,8.0,0
D0133,0.34790741717091794,9.552342171160408,7.0,2
D0134,10.372064167600245,8.751233317604445,10.0,3
D0135,9.762141309841892,0.07958197841259079,5.0,1
D0136,9.931119478543161,10.632644897352064,10.0,3
D0137,0.27571618098884193,0.5346608144863976,4.0,0
D0138,9.449302174215392,0.7182523267284385,2.0,1
D0139,1.3031495580991932,9.22388038427887,5.0,2
D0140,4.289843475428352,6.068627469056186,2.0,4
D0141,9.846924810643952,1.1230571136532457,2.0,1
D0142,9.645971430486252,1.164036461016569,9.0,1
D0143,0.10518865344436175,10.206583058658156,8.0,2
D0144,6.251774417335923,4.710583618044663,3.0,4
D0145,4.247102323260034,4.641148633577316,9.0,4
D0146,0.36186716051451095,-1.2526072577444116,1.0,0
D0147,10.509976722120896,-0.4310170540941946,3.0,1
D0148,5.918250128586851,3.0845917560796225,8.0,4
D0149,-0.629252620083335,-1.3491745209872816,4.0,0
D0150,4.339016426908838,5.198132720887155,8.0,4
D0151,9.856618699640196,-0.20270205515841197,9.0,1
D0152,4.872652102895952,5.162710592495955,1.0,4
D0153,9.193171166445513,0.5654797127192407,1.0,1
D0154,0.5301327763083872,10.30803035012488,10.0,2
D0155,10.44522675420101,10.237134400646928,6.0,3
D0156,1.628058642184854,-0.06967533684200793,6.0,0
D0157,-0.2456665746676614,9.397177935714097,5.0,2
D0158,-0.8258101364622695,9.00442256991914,5.0,2
D0159,9.288962149415266,9.943455694678343,7.0,3
D0160,5.267436102798172,5.040913646841729,6.0,4
D0161,9.38757177805623,10.72014765121597,2.0,3
D0162,0.591530137840758,9.872281354062386,7.0,2
D0163,-0.5223329157317697,10.43874233666384,7.0,2
D0164,0.15037886998888358,8.841498192467961,2.0,2
D0165,4.945615795212476,5.209628649659505,4.0,4
D0166,9.280244170809796,0.15187471426995441,8.0,1
D0167,-1.1638579882062314,1.0689488800097366,7.0,0
D0168,10.998359988047545,-0.20201386744237182,2.0,1
D0169,0.29076347027125854,-1.9279375726399,1.0,0
D0170,-0.9250781282122663,-0.23502313612170386,6.0,0
D0171,-0.8577064171414874,0.5715171861045271,5.0,0
D0172,11.597837224598395,9.05870822445656,10.0,3
D0173,9.330029276731846,10.188358694647944,6.0,3
D0174,11.288892918799696,9.022100549968078,10.0,3
D0175,0.1992288978455536,11.457039080650487,3.0,2
D0176,8.678592681456585,8.975144634523334,5.0,3
D0177,-0.3388852851686706,-0.41647073028432885,2.0,0
D0178,5.650081030202916,5.1933277758566705,6.0,4
D0179,-1.4199696477137027,10.412328322320649,2.0,2
D0180,4.537968890115479,6.019557773552991,5.0,4
D0181,-0.5020700291495358,-0.5092922264817886,4.0,0
D0182,0.43290528864362515,10.610341185869549,2.0,2
D0183,10.358479491148962,8.651522146092153,1.0,3
D0184,0.43042755194260085,9.17255355866048,6.0,2
D0185,0.1882208892706108,8.861012451680752,10.0,2
D0186,0.35705771803445097,-0.6452791234458981,2.0,0
D0187,8.973892279791583,0.5710561091859196,5.0,1
D0188,10.193315617341401,-0.4911814411143177,3.0,1
D0189,11.160943079216851,-0.35252193725579395,9.0,1
D0190,10.025686139176747,10.21513075814288,5.0,3
D0191,9.50426725269711,10.376909034719944,10.0,3
D0192,9.57323812226822,9.670689342227032,3.0,3
D0193,11.090114111842674,-0.8324688420099465,1.0,1
D0194,3.0697757352564077,6.288749596009516,6.0,4
D0195,2.0394623620856023,-0.3242154123594655,7.0,0
D0196,8.450529567503851,-0.24838718095675502,10.0,1
D0197,-0.22897835987253537,-0.15193907281780564,9.0,0
D0198,9.109289566462522,0.4636489139811819,9.0,1
D0199,5.419605900228869,3.8044755041445546,7.0,4
D0200,10.559357385355911,1.642147985556713,4.0,1
D0201,5.137568265949648,4.730139870345195,5.0,4
D0202,-0.11360257152601705,10.49220541357485,2.0,2
D0203,8.615462715594225,10.131512562381841,5.0,3
D0204,-0.3123711595702481,11.478260010364837,4.0,2
D0205,9.860661812956034,1.3343100888956159,1.0,1
D0206,9.117007441774394,10.469807333442233,3.0,3
D0207,5.255520211032983,4.304762201708174,6.0,4
D0208,10.141916891709553,0.9700150694652804,4.0,1
D0209,9.74096663657072,8.64642988066419,10.0,3
D0210,9.985949738818043,-0.7219384758340102,5.0,1
D0211,9.726127249068893,9.934729784251903,10.0,3
D0212,8.635478227187587,8.707473328543458,7.0,3
D0213,0.38565346842042025,9.581825043064256,1.0,2
D0214,7.948204526543546,10.627875229286508,3.0,3
D0215,10.217895804219392,-0.5710998592291872,8.0,1
D0216,-1.0534641688465933,0.6686463170514698,6.0,0
D0217,0.2794804980483437,1.9060818261472587,4.0,0
D0218,0.3361508789799499,10.310162513009612,6.0,2
D0219,4.866457655913148,5.653420693760633,10.0,4
D0220,0.500068160998523,1.0013800068521561,4.0,0
D0221,-0.4170583349098278,9.65167402164483,1.0,2
D0222,9.616717463270415,10.632641376943191,4.0,3
D0223,11.198699552237386,-0.3670723945194405,10.0,1
D0224,9.660181017765527,10.25126177909584,8.0,3
D0225,9.803390799989678,0.761642922511912,9.0,1
D0226,3.1985781675047624,4.338635962466484,10.0,4
D0227,-0.6259330671691568,8.143715190091084,2.0,2
D0228,-0.7709107554950433,9.26787510732326,3.0,2
D0229,-0.16088372361506428,0.8903727133282109,1.0,0
D0230,-0.1960485209525619,9.175349023783077,1.0,2
D0231,4.954436367029177,5.8393388971530795,9.0,4
D0232,-0.7807670528919239,-0.7284599071371589,10.0,0
D0233,10.446839167419379,9.82277110741536,2.0,3
D0234,0.5179877525675795,9.989082566563763,8.0,2
D0235,10.561330918471654,9.171937508767487,6.0,3
D0236,9.990332279369387,9.831447988509474,1.0,3
D0237,-0.9727127392833046,8.74921764170505,10.0,2
D0238,10.548599228219729,-0.2807619057743825,9.0,1
D0239,9.182175774682136,9.923056850461334,6.0,3
D0240,0.9024150858794422,-1.8245902762975383,8.0,0
D0241,-1.1973109519226612,9.261690846483786,4.0,2
D0242,1.1689430933762632,0.22606958633543722,8.0,0
D0243,10.613853792368982,9.087871264699016,5.0,3
D0244,9.10437129978358,10.35825097337817,10.0,3
D0245,0.046619464748357244,0.43899105509130126,1.0,0
D0246,9.849863207257238,10.222514981163702,2.0,3
D0247,0.12649526792408736,10.62221391126794,10.0,2
D0248,10.645606625555576,8.704102404486584,3.0,3
D0249,-1.7978148442726845,0.8013963181212058,4.0,0
D0250,0.9501800746095492,-0.81649841561067,8.0,0
D0251,-1.487868325236503,10.07922785680576,2.0,2
D0252,0.7446705810804235,1.4380756179474519,6.0,0
D0253,10.413038057681161,-0.29737335726855596,3.0,1
D0254,9.28549550273211,10.009161033336524,2.0,3
D0255,-0.2394117631082051,-0.8120543245830529,10.0,0
D0256,11.63900452069063,11.428134721657704,2.0,3
D0257,0.9088389468443427,-0.7366803182473021,1.0,0
D0258,0.684015459437823,0.5117011275983215,7.0,0
D0259,0.3540364993632424,10.999732213635022,9.0,2
D0260,10.508296914289023,10.592011389043469,2.0,3
D0261,0.5095250266977681,0.27263312640168474,8.0,0
D0262,8.573111096228653,0.06689686192844578,6.0,1
D0263,4.5550464329207,3.9761272338879836,9.0,4
D0264,6.3454532954406595,6.383196272708563,2.0,4
D0265,1.0873764802364896,10.2041707334847,10.0,2
D0266,1.0805000967621254,10.00964254448146,7.0,2
D0267,10.162237821518223,-0.8747770963695864,9.0,1
D0268,10.317593043599071,10.048308742739534,4.0,3
D0269,-1.0421216934675717,9.959042310546723,10.0,2
D0270,9.936216348914554,1.438048933315712,7.0,1
D0271,0.7153706628107277,0.009156351273172813,2.0,0
D0272,0.19902984784086641,0.035369902483358445,10.0,0
D0273,4.837668812163562,4.13405824208937,8.0,4
D0274,-0.12084150208554341,9.403121394677989,4.0,2
D0275,-1.0002524311385173,10.408977451638028,6.0,2
D0276,0.313011727946588,8.570633990905538,4.0,2
D0277,9.901852290003898,10.796561108719938,6.0,3
D0278,0.8473789911170567,0.820669474308191,10.0,0
D0279,0.031130565521167844,-0.6760362623753209,9.0,0
D0280,9.133040938113552,0.275683923800286,3.0,1
D0281,0.30342402749213043,11.029864889284053,10.0,2
D0282,10.879983720273668,9.894217074775062,5.0,3
D0283,-0.9953647030886956,9.744714722391281,8.0,2
D0284,0.17378495584841974,9.838333403688477,8.0,2
D0285,4.5376847135378755,5.202307851975919,5.0,4
D0286,-0.4031661931284884,-0.5024528669802992,5.0,0
D0287,0.24916226744275166,9.678405935896636,5.0,2
D0288,0.19528351118268172,10.218563218281698,9.0,2
D0289,-0.9115432008732598,9.61500710090767,4.0,2
D0290,6.1502215519331696,4.07033638981257,3.0,4
D0291,8.306676440823574,-1.4894761225940094,4.0,1
D0292,5.023287957261335,5.0247338224261595,2.0,4
D0293,9.905911315659903,0.9713518631428013,4.0,1
D0294,-2.1382675464823504,10.316747099544658,2.0,2
D0295,1.2491505614428586,9.097775388086628,1.0,2
D0296,4.696154790568084,4.397686466217103,8.0,4
D0297,-0.715476836862023,9.738990395981569,1.0,2
D0298,11.141988226947603,1.4699093403900163,6.0,1
D0299,-0.2687513800321182,1.524048171251576,8.0,0
D0300,10.0284611815877,1.4029528213608649,8.0,1
D0301,4.925361080277207,5.104846260836916,5.0,4
D0302,0.2923795781142677,2.5430829434940283,2.0,0
D0303,5.681028459875831,4.434188376038829,10.0,4
D0304,0.7751982962206864,9.710533970332527,9.0,2
D0305,-0.3918001463209673,0.726881087913689,7.0,0
D0306,10.024868470216923,0.22286073160944486,1.0,1
D0307,0.01118817749223397,10.269266501284347,1.0,2
D0308,10.33997271794892,-1.5495735461643323,4.0,1
D0309,0.5332581348876269,-0.7856155358642405,2.0,0
D0310,8.846160691552472,9.953271004913054,9.0,3
D0311,10.067184802651564,9.445195068342175,3.0,3
D0312,0.6648254861343795,-1.0737401330967256,3.0,0
D0313,9.674445000981953,-0.46789930794640056,10.0,1
D0314,9.962730183728528,0.22309142771779103,9.0,1
D0315,9.193685640301164,10.579426141964982,3.0,3
D0316,10.05040189466776,8.486442997350471,4.0,3
D0317,8.433126847682376,9.990144565656552,6.0,3
D0318,4.823226145770917,4.917263909140293,7.0,4
D0319,9.977614034775826,10.180447871608145,10.0,3
D0320,10.75811968787864,-0.8888839207340467,9.0,1
D0321,-0.9375772743206359,-0.8746590863099061,10.0,0
D0322,10.231133333734965,10.995957902917157,1.0,3
D0323,4.654928449408391,2.9986401246722765,3.0,4
D0324,3.6368057099116995,4.33357062176319,6.0,4
D0325,9.553816890003828,-0.32671090180378115,1.0,1
D0326,10.030864898384733,-0.24939706465795772,4.0,1
D0327,0.8394716884347257,-0.5408138445450951,2.0,0
D0328,-0.6898543675804345,0.3831004308163693,10.0,0
D0329,-1.2285136559408956,10.311753364256003,1.0,2
D0330,0.08204254698101349,9.882046008065466,2.0,2
D0331,11.27062088571941,-0.49776595623577435,2.0,1
D0332,11.648238536419264,-0.18034515938247944,2.0,1
D0333,3.9783868440238175,5.05593566479586,6.0,4
D0334,-0.8609961602550146,9.3985953217492,4.0,2
D0335,5.317626640012393,5.4444656709201,10.0,4
D0336,4.502265839796594,5.78992411603712,3.0,4
D0337,10.926006206416908,1.1490414052506328,6.0,1
D0338,10.423530725700578,1.090742969668559,7.0,1
D0339,3.495361257620754,4.74567476109723,7.0,4
D0340,9.30639579494126,10.095380688901914,8.0,3
D0341,9.54284062464261,-0.1329262735597859,3.0,1
D0342,11.505739904163239,9.864224162863698,6.0,3
D0343,0.33103385375217115,9.814184536060612,9.0,2
D0344,5.060570630365467,5.004813344348857,9.0,4
D0345,10.358659252778528,0.9322460284377416,7.0,1
D0346,6.317915198082663,5.247696065527333,7.0,4
D0347,5.471637508828482,4.079308392651546,9.0,4
D0348,-0.07030139393249646,0.7522315719068713,7.0,0
D0349,0.6927749107337227,0.16928778623604018,10.0,0
D0350,0.709115167654362,10.392613367195056,2.0,2
D0351,0.9602450066074573,0.2314873255656889,4.0,0
D0352,9.715441347543173,0.26867300554641893,2.0,1
D0353,-2.3444755006822207,10.30630858910804,1.0,2
D0354,2.0812697398281728,3.6212292740756657,5.0,4
D0355,5.361414880752787,5.382023469813436,3.0,4
D0356,-0.9299430241119444,-0.569681633503151,5.0,0
D0357,6.096432790891305,4.612775894741859,5.0,4
D0358,1.794336249922388,-0.0015358825410769193,7.0,0
D0359,10.326428941505014,11.293499518798885,10.0,3
D0360,5.104821692954736,4.198124815447359,9.0,4
D0361,4.912218038644568,4.971511411047927,4.0,4
D0362,8.908206678238749,-0.2046656570726587,4.0,1
D0363,4.4062463248020505,5.739486205749947,8.0,4
D0364,0.027689499348204496,-0.22623659931805606,2.0,0
D0365,-0.08494554449806102,10.178497614724932,6.0,2
D0366,0.49345135975182386,9.200230217064496,5.0,2
D0367,9.166729893902982,0.883743372322024,2.0,1
D0368,-0.3298694977637845,-1.1334736740774993,7.0,0
D0369,10.355050167506484,10.37069584482615,4.0,3
D0370,8.775427794194634,0.18358537237088504,2.0,1
D0371,10.588466473942699,10.29950916136501,7.0,3
D0372,0.5055851870091163,8.8765847215274,2.0,2
D0373,10.264832123996957,-0.24209580757635726,7.0,1
D0374,4.613767873020284,5.696444487535781,2.0,4
D0375,1.183419608539384,1.4354960436802873,5.0,0
D0376,11.051846297204724,9.912212654695853,9.0,3
D0377,10.282176130421075,10.613458297427394,3.0,3
D0378,10.09694235943957,0.1046113503292355,8.0,1
D0379,10.659002505500945,-0.047426116820745774,8.0,1
D0380,-0.5834295490989292,-0.33157845266868685,10.0,0
D0381,5.5071283021869935,5.002394632959964,2.0,4
D0382,5.27216798149467,5.536063393761752,8.0,4
D0383,9.700126829681912,0.6049985309038449,10.0,1
D0384,0.30307408276671555,-0.987850469529183,8.0,0
D0385,1.1538438329489955,-0.40059579500553294,2.0,0
D0386,-1.3240762745481471,-0.836034967669042,9.0,0
D0387,4.183163871457342,5.041738654926027,2.0,4
D0388,4.78091959556301,4.730534425887526,6.0,4
D0389,0.4957615723859832,0.271900288954163,5.0,0
D0390,10.25283829651543,10.327862765862955,6.0,3
D0391,0.49290773440179064,-1.6863626734219546,6.0,0
D0392,9.708449398188431,-1.7441680515915792,1.0,1
D0393,0.02884794143823633,9.996293622220524,6.0,2
D0394,10.836425819831744,10.950107514176896,10.0,3
D0395,5.162220038601894,4.59971113808248,5.0,4
D0396,0.3881288900365903,-0.42233410985945086,3.0,0
D0397,-0.0011141211546791192,0.7889090535686143,10.0,0
D0398,9.55378292320846,0.6445429113940008,1.0,1
D0399,10.541921094953842,-0.7638334537046573,5.0,1
D0400,5.779115302573921,5.558853076297204,6.0,4
D0401,10.081540709898126,9.390141233577879,5.0,3
D0402,9.312635185139545,-0.43013006152241795,10.0,1
D0403,5.434075570633568,4.235499866078881,5.0,4
D0404,0.35000979889589595,9.006595576897286,10.0,2
D0405,-0.16325486755107918,10.087718203659207,1.0,2
D0406,1.9561041160471335,8.898147475583706,8.0,2
D0407,1.1776116531921068,0.11987393118982403,6.0,0
D0408,5.328937534412771,5.094678330710564,3.0,4
D0409,0.3557814545561864,-0.1229480834896142,3.0,0
D0410,1.1632401451659666,-0.3651769153797779,8.0,0
D0411,10.905787657743398,-0.5154936961704183,7.0,1
D0412,9.95179852287897,-0.8575700418321754,7.0,1
D0413,0.36401897627801594,1.156100765541227,1.0,0
D0414,-0.061884943856683264,-0.15750855896312765,6.0,0
D0415,9.108306429545658,9.816565877158153,10.0,3
D0416,3.725764592222778,4.269697610624938,1.0,4
D0417,0.18142883688730835,1.055210558193117,5.0,0
D0418,12.247368688983602,-0.46926806805672056,5.0,1
D0419,1.1482401253163521,10.195001984321319,9.0,2
D0420,4.879001882602899,5.346075561380922,3.0,4
D0421,10.049533186943968,10.088316580489774,5.0,3
D0422,9.673333469738665,8.881512272160919,8.0,3
D0423,-1.2349001620176654,10.522595906624982,1.0,2
D0424,-0.22136007206857072,9.523128880275067,9.0,2
D0425,0.006804501378522854,0.6359458023325021,9.0,0
D0426,5.1442911544211185,4.475156050687226,8.0,4
D0427,5.98103436451916,6.263348402385306,7.0,4
D0428,0.3956453242582827,0.7789308090752721,8.0,0
D0429,10.993567997451049,10.904079453123611,8.0,3
D0430,0.4912793416900989,0.4786776376599063,10.0,0
D0431,10.415728458677203,9.122129860362366,5.0,3
D0432,5.560578525487669,3.915348823098757,5.0,4
D0433,-0.635679564100044,1.04285205424647,7.0,0
D0434,0.672176130155358,11.18991863174869,2.0,2
D0435,-0.2173395069498338,-0.9217990730214141,9.0,0
D0436,-0.19234975765627427,10.08162503779246,8.0,2
D0437,5.0631909730720075,5.906944383005362,7.0,4
D0438,-0.28901634000275644,0.2816275774423394,4.0,0
D0439,9.209098280452315,0.36025382243505044,4.0,1
D0440,5.002486840148509,4.400149329372386,5.0,4
D0441,9.811336510260118,-0.14734059721217732,7.0,1
D0442,-0.21612410346967695,1.4170729938141469,8.0,0
D0443,-0.07875680184630371,9.80488311185813,7.0,2
D0444,-1.6779607660881135,9.284634118416419,10.0,2
D0445,9.789541260434918,9.451317859058685,10.0,3
D0446,11.105366074702237,-0.1319502203169749,8.0,1
D0447,6.030755399454602,5.049363707240294,4.0,4
D0448,0.02978226913726131,9.92896284183,6.0,2
D0449,10.003037001297168,1.3750360024398876,5.0,1
D0450,3.1443114185990253,3.398763404449057,7.0,4
D0451,4.565463335155109,5.0116223055500555,9.0,4
D0452,0.55208353981121,10.37846975842198,4.0,2
D0453,-0.3073967303044562,0.8152349545934099,6.0,0
D0454,0.8241563225221848,10.147246265017252,1.0,2
D0455,0.7701260579894731,10.218116210745704,8.0,2
D0456,-0.44918642142630694,0.5582534712000038,5.0,0
D0457,10.088490498062942,10.00107187740359,5.0,3
D0458,6.17836285775166,3.0393022971679304,6.0,4
D0459,-1.1341473361276557,-0.9496563410994961,3.0,0
D0460,9.709391481944955,9.796313464187175,6.0,3
D0461,-1.205860518218438,-0.7881264258486611,8.0,0
D0462,9.311326657181144,11.965939273660714,4.0,3
D0463,1.4413935581977173,9.67060046585228,2.0,2
D0464,-0.2908666322454391,-0.9193631977506354,4.0,0
D0465,3.4734956694197865,4.90649585087318,2.0,4
D0466,-0.7982815865952206,-0.06788042532960782,4.0,0
D0467,-1.280164679234782,9.390420433351794,7.0,2
D0468,0.11890167624226469,0.2929676782271499,2.0,0
D0469,5.333977566993612,3.94360881267437,8.0,4
D0470,10.68374858410845,9.359830642718519,3.0,3
D0471,5.506286331685845,4.9914890587054455,9.0,4
D0472,-1.1011099992623583,9.74704183633505,8.0,2
D0473,0.2922909936510141,10.49037230437968,3.0,2
D0474,9.887209682044466,11.225423112480842,6.0,3
D0475,10.806008616789248,9.794676706880198,2.0,3
D0476,5.600097449709556,6.547034788150549,1.0,4
D0477,1.5683876806264216,-0.982399904657998,10.0,0
D0478,9.25877351107428,11.18793502938708,9.0,3
D0479,-0.8466248406701098,-1.0580329066333432,2.0,0
D0480,9.611044695440762,0.3361813675796686,3.0,1
D0481,4.918082634711123,4.479549103675526,2.0,4
D0482,9.460630030620393,-0.569869651530167,4.0,1
D0483,9.296392297072845,11.825306301820849,3.0,3
D0484,0.23800885694844395,10.70940724352379,4.0,2
D0485,9.608738025504861,-0.1487653417488391,6.0,1
D0486,9.429156814903717,-2.1213666679353618,2.0,1
D0487,-1.102407421478293,8.551505056015685,9.0,2
D0488,8.200172977638713,9.043712820561518,8.0,3
D0489,11.059964543505306,9.964451065836517,8.0,3
D0490,6.032451009856939,5.328786061520701,2.0,4
D0491,5.626047060572128,4.27928240375634,8.0,4
D0492,10.419160763354137,10.582971387259477,9.0,3
D0493,9.538682166213047,10.447632296492934,2.0,3
D0494,10.452950206859866,-0.4396420969040663,8.0,1
D0495,-0.8982147458167961,9.052697334481381,4.0,2
D0496,0.06920443353716943,0.2616078950314519,8.0,0
D0497,9.365979335633668,0.021268273060878914,5.0,1
D0498,5.456429628910788,5.494552571732241,9.0,4
D0499,1.2415040960979908,11.021584665758434,2.0,2
