id,x,y,weight,source_blob,cluster_before,cluster_after,is_new_cluster
D0029,0.2623963869712877,11.381880171331348,4.0,2,2,2,False
D0030,-1.2270891239329105,10.691062410958551,10.0,2,2,2,False
D0031,9.737179821501686,-0.0490594766630778,4.0,1,1,1,False
D0032,-0.8423188085631592,-0.2675649378847013,1.0,0,0,0,False
D0033,1.0400356757591669,10.466124193590163,4.0,2,2,2,False
D0034,6.385849284327955,5.941929511182155,6.0,4,1,4,True
D0035,0.351269343143661,1.3951476209342335,1.0,0,0,0,False
D0036,5.351194526990639,5.662390541437647,4.0,4,2,4,True
D0037,4.762743237172233,5.053236652687364,2.0,4,0,4,True
D0038,9.44206094135978,0.7916671476758825,6.0,1,1,1,False
D0039,9.057357101508108,10.62588027393413,8.0,3,2,3,True
D0040,-0.1525208460041275,0.9369976747738556,10.0,0,0,0,False
D0041,10.600695190985007,11.45651692611744,4.0,3,2,3,True
D0042,10.584619752910916,8.742367795477406,9.0,3,1,3,True
D0043,9.94643746168144,-0.9376057540758528,3.0,1,1,1,False
D0044,-0.4146238738930197,1.2089827466213774,8.0,0,0,0,False
D0045,5.510027048718157,4.440855657137003,6.0,4,1,4,True
D0046,-0.8109738931523192,10.026225674301008,8.0,2,2,2,False
D0047,4.026751880495098,4.463087778082735,8.0,4,0,4,True
D0048,10.249607577240996,10.924249628885358,6.0,3,1,3,True
D0049,10.487009177779552,8.16696839312152,3.0,3,1,3,True
D0050,10.243493383224209,10.057626858586062,6.0,3,1,3,True
D0051,0.3311122282981544,1.2929677453209658,9.0,0,0,0,False
D0052,8.349409378556206,-0.4728827401528845,10.0,1,1,1,False
D0053,0.4727250582346837,8.734724480436846,10.0,2,2,2,False
D0054,1.1807592384428072,10.294685290160526,2.0,2,2,2,False
D0055,0.6772671886747232,-0.4567549292174356,6.0,0,0,0,False
D0056,0.6510109519729684,10.854777244791231,2.0,2,2,2,False
D0057,0.1863024161097347,0.1875207141589567,7.0,0,0,0,False
D0058,10.21627459142538,9.309323788208497,10.0,3,1,3,True
D0059,9.881977055807718,9.877981974038113,1.0,3,1,3,True
D0060,5.306715091482796,5.799859397528236,7.0,4,2,4,True
D0061,9.153171134417272,9.899992775744336,10.0,3,2,3,True
D0062,11.18516443812718,-0.5948705830500514,9.0,1,1,1,False
D0063,4.342199986167744,5.161844953464955,4.0,4,2,4,True
D0064,0.6755081523882561,10.009140844448527,2.0,2,2,2,False
D0065,11.063168472349592,0.6854351860532215,10.0,1,1,1,False
D0066,5.67345605351205,5.443293201059275,10.0,4,1,4,True
D0067,11.862122480276868,-0.1641293510928353,6.0,1,1,1,False
D0068,-1.6028178336532113,1.283403489213713,10.0,0,0,0,False
D0069,-0.3661595447654605,10.086304355474429,1.0,2,2,2,False
D0070,11.047640547888422,8.71819236715286,7.0,3,1,3,True
D0071,-1.0013177712849115,-1.281022349695083,1.0,0,0,0,False
D0072,-0.6353090320203392,10.351709284813596,10.0,2,2,2,False
D0073,0.4193502742502168,0.221019343462843,7.0,0,0,0,False
D0074,8.869787292886107,8.151917250693884,10.0,3,1,3,True
D0075,0.0434828683123058,9.622579173089331,6.0,2,2,2,False
D0076,10.36750861737329,0.5615629009770161,1.0,1,1,1,False
D0077,10.110593145646943,0.608106468300683,1.0,1,1,1,False
D0078,0.1833690992920547,10.424051764481174,4.0,2,2,2,False
D0079,9.436261389704097,9.856310868934834,8.0,3,1,3,True
D0080,5.157420877325566,5.656422780333935,2.0,4,2,4,True
D0081,-0.3149929377796577,10.41693380458569,9.0,2,2,2,False
D0082,-0.2126710335323032,-0.0940337338625043,3.0,0,0,0,False
D0083,5.663615233619258,3.405551703156675,5.0,4,1,4,True
D0084,8.962822137540192,8.814251682045743,3.0,3,1,3,True
D0085,8.133107104121356,9.45738844787586,5.0,3,2,3,True
D0086,0.5995471197821923,-0.2279072531060598,5.0,0,0,0,False
D0087,10.158232065553484,0.8713739973686341,1.0,1,1,1,False
D0088,11.062148905814151,9.944689652219088,6.0,3,1,3,True
D0089,6.082868711655518,5.073701326747288,8.0,4,1,4,True
D0090,-0.6699185790619697,9.524479718241013,10.0,2,2,2,False
D0091,3.815570789947987,4.289492917013078,4.0,4,0,4,True
D0092,4.713586649540456,5.642868015502882,9.0,4,2,4,True
D0093,11.376615864932788,-1.105745212301632,9.0,1,1,1,False
D0094,5.314261974607935,4.1675648486739725,10.0,4,1,4,True
D0095,10.379757670770562,-0.1048693205501812,4.0,1,1,1,False
D0096,8.535275339321975,0.7426375932547875,9.0,1,1,1,False
D0097,9.515999429753014,9.572879809301156,6.0,3,1,3,True
D0098,9.144198070968248,9.476573378649956,1.0,3,1,3,True
D0099,0.3423123525559338,-0.1513954727491244,3.0,0,0,0,False
D0100,5.262929601825985,5.289537483143075,7.0,4,1,4,True
D0101,1.0565293244225336,-0.2742289206915034,2.0,0,0,0,False
D0102,3.8185137465234154,5.853777933257587,5.0,4,2,4,True
D0103,-0.2651905376778037,0.8916739556619016,8.0,0,0,0,False
D0104,10.306701690545976,9.895089975837324,2.0,3,1,3,True
D0105,10.279020715237037,11.56081004810104,5.0,3,2,3,True
D0106,11.661584423243005,10.055504908106222,3.0,3,1,3,True
D0107,10.12815247465366,10.860992125973109,6.0,3,1,3,True
D0108,-0.6765288262138778,10.266456298094605,3.0,2,2,2,False
D0109,9.979309721636914,10.251126569166043,10.0,3,1,3,True
D0110,9.333304955240475,-1.2716539946471752,1.0,1,1,1,False
D0111,8.341613251206967,9.106092709608314,10.0,3,2,3,True
D0112,-0.3669402279514664,9.76544673068099,8.0,2,2,2,False
D0113,1.5497849299436135,10.88479469592584,9.0,2,2,2,False
D0114,-0.7696728930733019,10.278166761960764,9.0,2,2,2,False
D0115,-0.3256625890802601,9.772508929567923,2.0,2,2,2,False
D0116,0.1482605195323056,0.4953368935803146,10.0,0,0,0,False
D0117,-0.2714067871072123,0.8510812261874868,6.0,0,0,0,False
D0118,9.086449419086076,0.0050712498898147,10.0,1,1,1,False
D0119,2.0781389812766657,0.1784637941002201,9.0,0,0,0,False
D0120,1.1465716052849382,10.073216142538566,6.0,2,2,2,False
D0121,10.464621676263835,9.954573444485847,4.0,3,1,3,True
D0122,9.863673935068636,9.376414082619664,2.0,3,1,3,True
D0123,0.3442410871660426,9.318770248651386,2.0,2,2,2,False
D0124,5.532468189050744,5.868229603556728,4.0,4,2,4,True
D0125,0.2932251257897839,9.771001013155448,9.0,2,2,2,False
D0126,0.3631724634469568,-0.2469384444371301,6.0,0,0,0,False
D0127,10.74843770037212,8.534875132627901,5.0,3,1,3,True
D0128,-0.268485894494917,8.407350403900802,3.0,2,2,2,False
D0129,8.803951335818237,11.091089783851128,6.0,3,2,3,True
D0130,0.7161479855773488,9.424415813372168,7.0,2,2,2,False
D0131,-1.2020027648327176,7.628376929726679,10.0,2,2,2,False
D0132,-0.4347964063461076,1.936332009797922,8.0,0,0,0,False
D0133,0.3479074171709179,9.552342171160408,7.0,2,2,2,False
D0134,10.372064167600245,8.751233317604445,10.0,3,1,3,True
D0135,9.762141309841892,0.0795819784125907,5.0,1,1,1,False
D0136,9.93111947854316,10.632644897352064,10.0,3,1,3,True
D0137,0.2757161809888419,0.5346608144863976,4.0,0,0,0,False
D0138,9.449302174215392,0.7182523267284385,2.0,1,1,1,False
D0139,1.3031495580991932,9.22388038427887,5.0,2,2,2,False
D0140,4.289843475428352,6.068627469056186,2.0,4,2,4,True
D0141,9.846924810643952,1.1230571136532457,2.0,1,1,1,False
D0142,9.645971430486252,1.164036461016569,9.0,1,1,1,False
D0143,0.1051886534443617,10.206583058658156,8.0,2,2,2,False
D0144,6.251774417335923,4.710583618044663,3.0,4,1,4,True
D0145,4.247102323260034,4.641148633577316,9.0,4,0,4,True
D0146,0.3618671605145109,-1.2526072577444116,1.0,0,0,0,False
D0147,10.509976722120896,-0.4310170540941946,3.0,1,1,1,False
D0148,5.918250128586851,3.0845917560796225,8.0,4,1,4,True
D0149,-0.629252620083335,-1.3491745209872816,4.0,0,0,0,False
D0150,4.339016426908838,5.198132720887155,8.0,4,2,4,True
D0151,9.856618699640196,-0.2027020551584119,9.0,1,1,1,False
D0152,4.872652102895952,5.162710592495955,1.0,4,2,4,True
D0153,9.193171166445511,0.5654797127192407,1.0,1,1,1,False
D0154,0.5301327763083872,10.30803035012488,10.0,2,2,2,False
D0155,10.44522675420101,10.237134400646928,6.0,3,1,3,True
D0156,1.628058642184854,-0.0696753368420079,6.0,0,0,0,False
D0157,-0.2456665746676614,9.397177935714096,5.0,2,2,2,False
D0158,-0.8258101364622695,9.00442256991914,5.0,2,2,2,False
D0159,9.288962149415266,9.943455694678343,7.0,3,1,3,True
D0160,5.267436102798172,5.040913646841729,6.0,4,1,4,True
D0161,9.38757177805623,10.72014765121597,2.0,3,2,3,True
D0162,0.591530137840758,9.872281354062386,7.0,2,2,2,False
D0163,-0.5223329157317697,10.43874233666384,7.0,2,2,2,False
D0164,0.1503788699888835,8.841498192467961,2.0,2,2,2,False
D0165,4.945615795212476,5.209628649659505,4.0,4,2,4,True
D0166,9.280244170809796,0.1518747142699544,8.0,1,1,1,False
D0167,-1.1638579882062314,1.0689488800097366,7.0,0,0,0,False
D0168,10.998359988047543,-0.2020138674423718,2.0,1,1,1,False
D0169,0.2907634702712585,-1.9279375726399,1.0,0,0,0,False
D0170,-0.9250781282122664,-0.2350231361217038,6.0,0,0,0,False
D0171,-0.8577064171414874,0.5715171861045271,5.0,0,0,0,False
D0172,11.597837224598395,9.05870822445656,10.0,3,1,3,True
D0173,9.330029276731846,10.188358694647944,6.0,3,2,3,True
D0174,11.288892918799696,9.022100549968078,10.0,3,1,3,True
D0175,0.1992288978455536,11.457039080650487,3.0,2,2,2,False
D0176,8.678592681456585,8.975144634523334,5.0,3,1,3,True
D0177,-0.3388852851686706,-0.4164707302843288,2.0,0,0,0,False
D0178,5.650081030202916,5.193327775856671,6.0,4,1,4,True
D0179,-1.4199696477137027,10.412328322320649,2.0,2,2,2,False
D0180,4.537968890115479,6.019557773552991,5.0,4,2,4,True
D0181,-0.5020700291495358,-0.5092922264817886,4.0,0,0,0,False
D0182,0.4329052886436251,10.610341185869547,2.0,2,2,2,False
D0183,10.358479491148962,8.651522146092153,1.0,3,1,3,True
D0184,0.4304275519426008,9.17255355866048,6.0,2,2,2,False
D0185,0.1882208892706108,8.861012451680752,10.0,2,2,2,False
D0186,0.3570577180344509,-0.6452791234458981,2.0,0,0,0,False
D0187,8.973892279791583,0.5710561091859196,5.0,1,1,1,False
D0188,10.1933156173414,-0.4911814411143177,3.0,1,1,1,False
D0189,11.160943079216851,-0.3525219372557939,9.0,1,1,1,False
D0190,10.025686139176749,10.21513075814288,5.0,3,1,3,True
D0191,9.50426725269711,10.376909034719944,10.0,3,2,3,True
D0192,9.57323812226822,9.670689342227032,3.0,3,1,3,True
D0193,11.090114111842674,-0.8324688420099465,1.0,1,1,1,False
D0194,3.069775735256408,6.288749596009516,6.0,4,2,4,True
D0195,2.0394623620856023,-0.3242154123594655,7.0,0,0,0,False
D0196,8.450529567503851,-0.248387180956755,10.0,1,1,1,False
D0197,-0.2289783598725353,-0.1519390728178056,9.0,0,0,0,False
D0198,9.109289566462522,0.4636489139811819,9.0,1,1,1,False
D0199,5.419605900228869,3.8044755041445546,7.0,4,1,4,True
D0200,10.559357385355913,1.642147985556713,4.0,1,1,1,False
D0201,5.137568265949648,4.730139870345195,5.0,4,1,4,True
D0202,-0.113602571526017,10.49220541357485,2.0,2,2,2,False
D0203,8.615462715594225,10.13151256238184,5.0,3,2,3,True
D0204,-0.3123711595702481,11.478260010364837,4.0,2,2,2,False
D0205,9.860661812956034,1.334310088895616,1.0,1,1,1,False
D0206,9.117007441774394,10.469807333442231,3.0,3,2,3,True
D0207,5.255520211032983,4.304762201708174,6.0,4,1,4,True
D0208,10.141916891709553,0.9700150694652804,4.0,1,1,1,False
D0209,9.74096663657072,8.64642988066419,10.0,3,1,3,True
D0210,9.985949738818045,-0.7219384758340102,5.0,1,1,1,False
D0211,9.726127249068892,9.934729784251903,10.0,3,1,3,True
D0212,8.635478227187587,8.707473328543458,7.0,3,1,3,True
D0213,0.3856534684204202,9.581825043064256,1.0,2,2,2,False
D0214,7.948204526543546,10.627875229286508,3.0,3,2,3,True
D0215,10.217895804219392,-0.5710998592291872,8.0,1,1,1,False
D0216,-1.053464168846593,0.6686463170514698,6.0,0,0,0,False
D0217,0.2794804980483437,1.9060818261472587,4.0,0,0,0,False
D0218,0.3361508789799499,10.310162513009612,6.0,2,2,2,False
D0219,4.866457655913148,5.653420693760633,10.0,4,2,4,True
D0220,0.500068160998523,1.001380006852156,4.0,0,0,0,False
D0221,-0.4170583349098278,9.65167402164483,1.0,2,2,2,False
D0222,9.616717463270415,10.632641376943193,4.0,3,2,3,True
D0223,11.198699552237386,-0.3670723945194405,10.0,1,1,1,False
D0224,9.660181017765527,10.25126177909584,8.0,3,1,3,True
D0225,9.803390799989678,0.761642922511912,9.0,1,1,1,False
D0226,3.1985781675047624,4.338635962466484,10.0,4,0,4,True
D0227,-0.6259330671691568,8.143715190091084,2.0,2,2,2,False
D0228,-0.7709107554950433,9.26787510732326,3.0,2,2,2,False
D0229,-0.1608837236150642,0.8903727133282109,1.0,0,0,0,False
D0230,-0.1960485209525619,9.175349023783076,1.0,2,2,2,False
D0231,4.954436367029177,5.83933889715308,9.0,4,2,4,True
D0232,-0.7807670528919239,-0.7284599071371589,10.0,0,0,0,False
D0233,10.44683916741938,9.82277110741536,2.0,3,1,3,True
D0234,0.5179877525675795,9.989082566563765,8.0,2,2,2,False
D0235,10.561330918471654,9.171937508767488,6.0,3,1,3,True
D0236,9.990332279369389,9.831447988509474,1.0,3,1,3,True
D0237,-0.9727127392833046,8.74921764170505,10.0,2,2,2,False
D0238,10.548599228219729,-0.2807619057743825,9.0,1,1,1,False
D0239,9.182175774682136,9.923056850461334,6.0,3,2,3,True
D0240,0.9024150858794422,-1.8245902762975383,8.0,0,0,0,False
D0241,-1.1973109519226612,9.261690846483786,4.0,2,2,2,False
D0242,1.1689430933762632,0.2260695863354372,8.0,0,0,0,False
D0243,10.613853792368982,9.087871264699016,5.0,3,1,3,True
D0244,9.10437129978358,10.35825097337817,10.0,3,2,3,True
D0245,0.0466194647483572,0.4389910550913012,1.0,0,0,0,False
D0246,9.849863207257238,10.222514981163702,2.0,3,1,3,True
D0247,0.1264952679240873,10.62221391126794,10.0,2,2,2,False
D0248,10.645606625555576,8.704102404486584,3.0,3,1,3,True
D0249,-1.7978148442726845,0.8013963181212058,4.0,0,0,0,False
D0250,0.9501800746095492,-0.81649841561067,8.0,0,0,0,False
D0251,-1.487868325236503,10.07922785680576,2.0,2,2,2,False
D0252,0.7446705810804235,1.438075617947452,6.0,0,0,0,False
D0253,10.41303805768116,-0.2973733572685559,3.0,1,1,1,False
D0254,9.28549550273211,10.009161033336524,2.0,3,2,3,True
D0255,-0.2394117631082051,-0.8120543245830529,10.0,0,0,0,False
D0256,11.63900452069063,11.428134721657704,2.0,3,1,3,True
D0257,0.9088389468443429,-0.7366803182473021,1.0,0,0,0,False
D0258,0.684015459437823,0.5117011275983215,7.0,0,0,0,False
D0259,0.3540364993632424,10.999732213635022,9.0,2,2,2,False
D0260,10.508296914289025,10.592011389043469,2.0,3,1,3,True
D0261,0.5095250266977681,0.2726331264016847,8.0,0,0,0,False
D0262,8.573111096228653,0.0668968619284457,6.0,1,1,1,False
D0263,4.5550464329207,3.976127233887984,9.0,4,0,4,True
D0264,6.34545329544066,6.383196272708563,2.0,4,1,4,True
D0265,1.0873764802364896,10.2041707334847,10.0,2,2,2,False
D0266,1.0805000967621254,10.00964254448146,7.0,2,2,2,False
D0267,10.162237821518223,-0.8747770963695864,9.0,1,1,1,False
D0268,10.317593043599071,10.048308742739534,4.0,3,1,3,True
D0269,-1.0421216934675717,9.959042310546725,10.0,2,2,2,False
D0270,9.936216348914554,1.438048933315712,7.0,1,1,1,False
D0271,0.7153706628107277,0.0091563512731728,2.0,0,0,0,False
D0272,0.1990298478408664,0.0353699024833584,10.0,0,0,0,False
D0273,4.837668812163562,4.13405824208937,8.0,4,0,4,True
D0274,-0.1208415020855434,9.403121394677989,4.0,2,2,2,False
D0275,-1.0002524311385173,10.408977451638028,6.0,2,2,2,False
D0276,0.313011727946588,8.570633990905538,4.0,2,2,2,False
D0277,9.901852290003898,10.796561108719938,6.0,3,2,3,True
D0278,0.8473789911170567,0.820669474308191,10.0,0,0,0,False
D0279,0.0311305655211678,-0.6760362623753209,9.0,0,0,0,False
D0280,9.133040938113552,0.275683923800286,3.0,1,1,1,False
D0281,0.3034240274921304,11.029864889284053,10.0,2,2,2,False
D0282,10.879983720273668,9.894217074775062,5.0,3,1,3,True
D0283,-0.9953647030886956,9.74471472239128,8.0,2,2,2,False
D0284,0.1737849558484197,9.838333403688477,8.0,2,2,2,False
D0285,4.537684713537876,5.202307851975919,5.0,4,2,4,True
D0286,-0.4031661931284884,-0.5024528669802992,5.0,0,0,0,False
D0287,0.2491622674427516,9.678405935896636,5.0,2,2,2,False
D0288,0.1952835111826817,10.218563218281698,9.0,2,2,2,False
D0289,-0.9115432008732598,9.61500710090767,4.0,2,2,2,False
D0290,6.1502215519331696,4.07033638981257,3.0,4,1,4,True
D0291,8.306676440823574,-1.4894761225940094,4.0,1,1,1,False
D0292,5.023287957261335,5.02473382242616,2.0,4,1,4,True
D0293,9.905911315659903,0.9713518631428012,4.0,1,1,1,False
D0294,-2.1382675464823504,10.316747099544658,2.0,2,2,2,False
D0295,1.2491505614428586,9.097775388086628,1.0,2,2,2,False
D0296,4.696154790568084,4.397686466217103,8.0,4,0,4,True
D0297,-0.715476836862023,9.738990395981569,1.0,2,2,2,False
D0298,11.141988226947603,1.4699093403900163,6.0,1,1,1,False
D0299,-0.2687513800321182,1.524048171251576,8.0,0,0,0,False
D0300,10.0284611815877,1.4029528213608649,8.0,1,1,1,False
D0301,4.925361080277207,5.104846260836916,5.0,4,1,4,True
D0302,0.2923795781142677,2.5430829434940283,2.0,0,0,0,False
D0303,5.681028459875831,4.434188376038829,10.0,4,1,4,True
D0304,0.7751982962206864,9.710533970332529,9.0,2,2,2,False
D0305,-0.3918001463209673,0.726881087913689,7.0,0,0,0,False
D0306,10.024868470216925,0.2228607316094448,1.0,1,1,1,False
D0307,0.0111881774922339,10.269266501284347,1.0,2,2,2,False
D0308,10.33997271794892,-1.5495735461643323,4.0,1,1,1,False
D0309,0.5332581348876269,-0.7856155358642405,2.0,0,0,0,False
D0310,8.846160691552472,9.953271004913054,9.0,3,2,3,True
D0311,10.067184802651564,9.445195068342176,3.0,3,1,3,True
D0312,0.6648254861343795,-1.0737401330967256,3.0,0,0,0,False
D0313,9.674445000981953,-0.4678993079464005,10.0,1,1,1,False
D0314,9.962730183728528,0.223091427717791,9.0,1,1,1,False
D0315,9.193685640301164,10.579426141964982,3.0,3,2,3,True
D0316,10.05040189466776,8.486442997350471,4.0,3,1,3,True
D0317,8.433126847682376,9.990144565656552,6.0,3,2,3,True
D0318,4.823226145770917,4.917263909140293,7.0,4,0,4,True
D0319,9.977614034775826,10.180447871608145,10.0,3,1,3,True
D0320,10.75811968787864,-0.8888839207340467,9.0,1,1,1,False
D0321,-0.937577274320636,-0.8746590863099061,10.0,0,0,0,False
D0322,10.231133333734965,10.995957902917157,1.0,3,1,3,True
D0323,4.654928449408391,2.9986401246722765,3.0,4,0,4,True
D0324,3.6368057099117,4.33357062176319,6.0,4,0,4,True
D0325,9.553816890003828,-0.3267109018037811,1.0,1,1,1,False
D0326,10.030864898384731,-0.2493970646579577,4.0,1,1,1,False
D0327,0.8394716884347257,-0.5408138445450951,2.0,0,0,0,False
D0328,-0.6898543675804345,0.3831004308163693,10.0,0,0,0,False
D0329,-1.2285136559408956,10.311753364256004,1.0,2,2,2,False
D0330,0.0820425469810134,9.882046008065466,2.0,2,2,2,False
D0331,11.27062088571941,-0.4977659562357743,2.0,1,1,1,False
D0332,11.648238536419264,-0.1803451593824794,2.0,1,1,1,False
D0333,3.9783868440238175,5.05593566479586,6.0,4,2,4,True
D0334,-0.8609961602550146,9.3985953217492,4.0,2,2,2,False
D0335,5.317626640012393,5.4444656709201,10.0,4,1,4,True
D0336,4.502265839796594,5.78992411603712,3.0,4,2,4,True
D0337,10.926006206416908,1.1490414052506328,6.0,1,1,1,False
D0338,10.423530725700578,1.090742969668559,7.0,1,1,1,False
D0339,3.495361257620754,4.74567476109723,7.0,4,0,4,True
D0340,9.30639579494126,10.095380688901914,8.0,3,2,3,True
D0341,9.54284062464261,-0.1329262735597859,3.0,1,1,1,False
D0342,11.50573990416324,9.864224162863698,6.0,3,1,3,True
D0343,0.3310338537521711,9.814184536060612,9.0,2,2,2,False
D0344,5.060570630365467,5.004813344348857,9.0,4,1,4,True
D0345,10.358659252778528,0.9322460284377416,7.0,1,1,1,False
D0346,6.317915198082663,5.247696065527333,7.0,4,1,4,True
D0347,5.471637508828482,4.079308392651546,9.0,4,1,4,True
D0348,-0.0703013939324964,0.7522315719068713,7.0,0,0,0,False
D0349,0.6927749107337227,0.1692877862360401,10.0,0,0,0,False
D0350,0.709115167654362,10.392613367195056,2.0,2,2,2,False
D0351,0.9602450066074572,0.2314873255656889,4.0,0,0,0,False
D0352,9.715441347543171,0.2686730055464189,2.0,1,1,1,False
D0353,-2.3444755006822207,10.30630858910804,1.0,2,2,2,False
D0354,2.0812697398281728,3.6212292740756657,5.0,4,0,4,True
D0355,5.361414880752787,5.382023469813436,3.0,4,1,4,True
D0356,-0.9299430241119444,-0.569681633503151,5.0,0,0,0,False
D0357,6.096432790891305,4.612775894741859,5.0,4,1,4,True
D0358,1.794336249922388,-0.0015358825410769,7.0,0,0,0,False
D0359,10.326428941505014,11.293499518798884,10.0,3,2,3,True
D0360,5.104821692954736,4.198124815447359,9.0,4,1,4,True
D0361,4.912218038644568,4.971511411047927,4.0,4,1,4,True
D0362,8.908206678238749,-0.2046656570726587,4.0,1,1,1,False
D0363,4.4062463248020505,5.739486205749947,8.0,4,2,4,True
D0364,0.0276894993482044,-0.226236599318056,2.0,0,0,0,False
D0365,-0.084945544498061,10.178497614724932,6.0,2,2,2,False
D0366,0.4934513597518238,9.200230217064496,5.0,2,2,2,False
D0367,9.166729893902982,0.883743372322024,2.0,1,1,1,False
D0368,-0.3298694977637845,-1.133473674077499,7.0,0,0,0,False
D0369,10.355050167506484,10.37069584482615,4.0,3,1,3,True
D0370,8.775427794194634,0.183585372370885,2.0,1,1,1,False
D0371,10.5884664739427,10.29950916136501,7.0,3,1,3,True
D0372,0.5055851870091163,8.8765847215274,2.0,2,2,2,False
D0373,10.264832123996957,-0.2420958075763572,7.0,1,1,1,False
D0374,4.613767873020284,5.696444487535781,2.0,4,2,4,True
D0375,1.183419608539384,1.4354960436802873,5.0,0,0,0,False
D0376,11.051846297204724,9.912212654695852,9.0,3,1,3,True
D0377,10.282176130421076,10.613458297427394,3.0,3,1,3,True
D0378,10.09694235943957,0.1046113503292355,8.0,1,1,1,False
D0379,10.659002505500943,-0.0474261168207457,8.0,1,1,1,False
D0380,-0.5834295490989292,-0.3315784526686868,10.0,0,0,0,False
D0381,5.5071283021869935,5.002394632959964,2.0,4,1,4,True
D0382,5.27216798149467,5.536063393761752,8.0,4,2,4,True
D0383,9.700126829681912,0.6049985309038449,10.0,1,1,1,False
D0384,0.3030740827667155,-0.987850469529183,8.0,0,0,0,False
D0385,1.1538438329489955,-0.4005957950055329,2.0,0,0,0,False
D0386,-1.3240762745481471,-0.836034967669042,9.0,0,0,0,False
D0387,4.183163871457342,5.041738654926027,2.0,4,0,4,True
D0388,4.78091959556301,4.730534425887526,6.0,4,0,4,True
D0389,0.4957615723859832,0.271900288954163,5.0,0,0,0,False
D0390,10.25283829651543,10.327862765862957,6.0,3,1,3,True
D0391,0.4929077344017906,-1.6863626734219546,6.0,0,0,0,False
D0392,9.708449398188431,-1.7441680515915792,1.0,1,1,1,False
D0393,0.0288479414382363,9.996293622220524,6.0,2,2,2,False
D0394,10.836425819831744,10.950107514176896,10.0,3,1,3,True
D0395,5.162220038601894,4.59971113808248,5.0,4,1,4,True
D0396,0.3881288900365903,-0.4223341098594508,3.0,0,0,0,False
D0397,-0.0011141211546791,0.7889090535686143,10.0,0,0,0,False
D0398,9.55378292320846,0.6445429113940008,1.0,1,1,1,False
D0399,10.541921094953842,-0.7638334537046573,5.0,1,1,1,False
D0400,5.779115302573921,5.558853076297204,6.0,4,1,4,True
D0401,10.081540709898126,9.39014123357788,5.0,3,1,3,True
D0402,9.312635185139545,-0.4301300615224179,10.0,1,1,1,False
D0403,5.434075570633568,4.235499866078881,5.0,4,1,4,True
D0404,0.3500097988958959,9.006595576897286,10.0,2,2,2,False
D0405,-0.1632548675510791,10.087718203659207,1.0,2,2,2,False
D0406,1.9561041160471333,8.898147475583706,8.0,2,2,2,False
D0407,1.1776116531921068,0.119873931189824,6.0,0,0,0,False
D0408,5.328937534412771,5.094678330710564,3.0,4,1,4,True
D0409,0.3557814545561864,-0.1229480834896142,3.0,0,0,0,False
D0410,1.1632401451659666,-0.3651769153797779,8.0,0,0,0,False
D0411,10.905787657743398,-0.5154936961704183,7.0,1,1,1,False
D0412,9.95179852287897,-0.8575700418321754,7.0,1,1,1,False
D0413,0.3640189762780159,1.156100765541227,1.0,0,0,0,False
D0414,-0.0618849438566832,-0.1575085589631276,6.0,0,0,0,False
D0415,9.108306429545658,9.816565877158151,10.0,3,2,3,True
D0416,3.725764592222778,4.269697610624938,1.0,4,0,4,True
D0417,0.1814288368873083,1.055210558193117,5.0,0,0,0,False
D0418,12.247368688983602,-0.4692680680567205,5.0,1,1,1,False
D0419,1.148240125316352,10.19500198432132,9.0,2,2,2,False
